device_category,packets,bytes,http_GET,http_POST,http_count_transactions,packet_size_avg,ssl_count_transactions,ssl_handshake_duration_avg,tcp_analysis_retransmission
baby_monitor,41,14698,0,0,0,300.487804878049,1,0.623796939849854,1
baby_monitor,41,14698,0,0,0,300.487804878049,1,0.611575841903687,1
baby_monitor,41,14762,0,0,0,302.048780487805,1,0.774902820587158,3
baby_monitor,41,14762,0,0,0,302.048780487805,1,0.62274694442749,1
baby_monitor,44,14862,0,0,0,279.636363636364,1,0.691961050033569,3
baby_monitor,43,14818,0,0,0,286.511627906977,1,0.808069944381714,1
baby_monitor,3,208,0,0,0,0.0,0,0.0,0
baby_monitor,41,14714,0,0,0,300.878048780488,1,0.577250957489014,3
baby_monitor,44,14894,0,0,0,280.363636363636,1,0.583656072616577,1
baby_monitor,41,14730,0,0,0,301.268292682927,1,0.593826055526733,3
baby_monitor,41,14714,0,0,0,300.878048780488,1,0.697229146957397,1
baby_monitor,37,16415,0,0,0,377.702702702703,1,0.616047143936157,0
baby_monitor,41,14762,0,0,0,302.048780487805,1,0.695782899856567,3
baby_monitor,41,14698,0,0,0,300.487804878049,1,0.644437789916992,1
baby_monitor,43,14834,0,0,0,286.883720930233,1,0.576067924499512,3
baby_monitor,37,16394,0,0,0,377.135135135135,1,0.685172080993652,0
baby_monitor,41,14714,0,0,0,300.878048780488,1,0.626639127731323,1
baby_monitor,41,14810,0,0,0,303.219512195122,1,0.671844005584717,2
baby_monitor,41,14730,0,0,0,301.268292682927,1,0.619032144546509,3
baby_monitor,3,208,0,0,0,0.0,0,0.0,0
baby_monitor,41,14714,0,0,0,300.878048780488,1,0.579125881195068,1
baby_monitor,41,14794,0,0,0,302.829268292683,1,0.595114946365356,3
baby_monitor,37,16378,0,0,0,376.702702702703,1,0.636610984802246,0
baby_monitor,37,16415,0,0,0,377.702702702703,1,0.623018026351929,0
baby_monitor,41,14746,0,0,0,301.658536585366,1,0.601948976516724,1
baby_monitor,41,14778,0,0,0,302.439024390244,1,0.641084909439087,1
baby_monitor,32,9098,0,0,0,218.375,1,0.640036106109619,0
baby_monitor,41,14746,0,0,0,301.658536585366,1,0.670758008956909,1
baby_monitor,41,14730,0,0,0,301.268292682927,1,0.627876043319702,3
baby_monitor,3,208,0,0,0,0.0,0,0.0,0
baby_monitor,41,14698,0,0,0,300.487804878049,1,0.676123857498169,1
baby_monitor,3,208,0,0,0,0.0,0,0.0,0
baby_monitor,43,14834,0,0,0,286.883720930233,1,0.604377031326294,1
baby_monitor,41,14666,0,0,0,299.707317073171,1,0.629461050033569,3
baby_monitor,41,14666,0,0,0,299.707317073171,1,0.573961019515991,3
baby_monitor,41,14778,0,0,0,302.439024390244,1,0.576632022857666,3
baby_monitor,41,14682,0,0,0,300.09756097561,1,0.591431140899658,1
baby_monitor,46,14982,0,0,0,267.478260869565,1,0.675053834915161,3
baby_monitor,41,14746,0,0,0,301.658536585366,1,0.644921064376831,1
baby_monitor,41,14666,0,0,0,299.707317073171,1,0.647107124328613,3
baby_monitor,3,208,0,0,0,0.0,0,0.0,0
baby_monitor,41,14794,0,0,0,302.829268292683,1,0.629323959350586,3
baby_monitor,37,16378,0,0,0,376.702702702703,1,0.619626045227051,0
baby_monitor,37,16415,0,0,0,377.702702702703,1,0.694303035736084,0
baby_monitor,41,14746,0,0,0,301.658536585366,1,0.627345085144043,1
baby_monitor,41,14650,0,0,0,299.317073170732,1,0.56737208366394,3
baby_monitor,41,14698,0,0,0,300.487804878049,1,0.634553909301758,3
baby_monitor,44,14814,0,0,0,278.545454545455,1,0.630442142486572,3
baby_monitor,3,208,0,0,0,0.0,0,0.0,0
baby_monitor,41,14746,0,0,0,301.658536585366,1,0.597790956497192,1
baby_monitor,44,14878,0,0,0,280.0,1,0.563264846801758,1
baby_monitor,41,14730,0,0,0,301.268292682927,1,0.658822059631348,1
baby_monitor,41,14698,0,0,0,300.487804878049,1,0.638116121292114,3
baby_monitor,3,208,0,0,0,0.0,0,0.0,0
baby_monitor,44,14910,0,0,0,280.727272727273,1,0.583785057067871,1
baby_monitor,44,14958,0,0,0,281.818181818182,1,0.641918897628784,2
baby_monitor,37,16367,0,0,0,376.405405405405,1,0.610782861709595,0
baby_monitor,3,208,0,0,0,0.0,0,0.0,0
baby_monitor,41,14746,0,0,0,301.658536585366,1,0.761427879333496,3
baby_monitor,41,14698,0,0,0,300.487804878049,1,0.601573944091797,1
baby_monitor,44,14958,0,0,0,281.818181818182,1,0.6630859375,3
baby_monitor,41,14714,0,0,0,300.878048780488,1,0.696470975875854,3
baby_monitor,41,14714,0,0,0,300.878048780488,1,0.816727161407471,3
baby_monitor,41,14714,0,0,0,300.878048780488,1,0.594054937362671,1
baby_monitor,39,16584,0,0,0,359.282051282051,1,0.671252965927124,0
baby_monitor,41,14698,0,0,0,300.487804878049,1,0.757483959197998,3
baby_monitor,41,14714,0,0,0,300.878048780488,1,0.60383415222168,1
baby_monitor,41,14714,0,0,0,300.878048780488,1,0.66937518119812,1
baby_monitor,43,14882,0,0,0,288.0,1,0.684272050857544,3
baby_monitor,41,14746,0,0,0,301.658536585366,1,0.605660915374756,1
baby_monitor,41,14730,0,0,0,301.268292682927,1,0.613893032073975,1
baby_monitor,41,14762,0,0,0,302.048780487805,1,0.613043069839478,1
baby_monitor,41,14730,0,0,0,301.268292682927,1,0.647408008575439,1
baby_monitor,41,14730,0,0,0,301.268292682927,1,0.629436016082764,3
baby_monitor,3,208,0,0,0,0.0,0,0.0,0
baby_monitor,41,14650,0,0,0,299.317073170732,1,0.585644006729126,1
baby_monitor,3,208,0,0,0,0.0,0,0.0,0
baby_monitor,41,14698,0,0,0,300.487804878049,1,0.647614002227783,3
baby_monitor,36,16328,0,0,0,387.611111111111,1,0.612211942672729,0
